,os1,os2,m2,m3,m4,m6,m7,m8,m9,m11,m12,m13,m14,m15,m17,m20,m21
5894,-0.002,-0.0,642.57,1588.31,1401.86,21.61,554.29,2388.01,9058.77,47.18,522.58,2388.04,8143.07,8.3833,391,39.16,23.3412
5895,-0.0044,0.0,642.03,1581.91,1397.28,21.61,554.28,2388.05,9058.25,47.31,522.32,2388.09,8141.96,8.4062,392,38.86,23.2906
5896,0.001,0.0001,642.43,1583.52,1402.0,21.61,554.09,2388.07,9062.12,47.17,522.02,2387.99,8142.67,8.3795,392,38.91,23.2822
5897,0.0011,-0.0002,642.01,1585.26,1405.92,21.61,554.02,2388.01,9067.59,47.39,522.39,2388.0,8145.82,8.3834,392,38.93,23.3958
5898,-0.0001,0.0,642.44,1588.9,1402.93,21.61,554.18,2388.01,9061.9,47.48,521.66,2388.06,8140.34,8.394,393,38.88,23.2506
5899,-0.0004,0.0004,641.9,1591.75,1402.29,21.61,553.91,2388.05,9057.84,47.23,521.86,2388.06,8143.99,8.3791,393,38.89,23.3928
5900,0.0042,-0.0004,642.26,1588.58,1399.83,21.61,554.08,2388.07,9062.61,47.24,522.12,2388.0,8136.14,8.4102,393,39.06,23.3976
5901,0.0005,0.0004,642.18,1588.58,1402.83,21.61,553.47,2388.05,9060.12,47.27,521.71,2388.1,8140.81,8.4138,393,39.0,23.2846
5902,0.0014,-0.0003,642.28,1586.12,1401.54,21.61,554.52,2388.03,9059.82,47.57,521.56,2388.03,8137.15,8.4099,392,38.9,23.2249
5903,0.003,0.0005,641.98,1584.82,1406.2,21.61,553.69,2388.08,9057.28,47.34,521.76,2388.03,8139.39,8.4232,393,38.93,23.4376
5904,0.0016,-0.0001,642.33,1584.19,1396.72,21.61,554.13,2388.08,9059.06,47.24,521.63,2388.0,8141.15,8.3935,393,38.83,23.3444
5905,-0.0006,-0.0004,642.87,1585.17,1394.55,21.61,554.11,2388.04,9054.07,47.33,521.82,2388.02,8140.81,8.4097,391,38.88,23.4792
5906,-0.0001,-0.0,642.53,1582.19,1403.23,21.61,554.32,2388.05,9063.13,47.25,522.47,2388.02,8145.19,8.3964,394,38.95,23.3742
5907,-0.0013,0.0002,641.81,1589.56,1402.69,21.61,554.32,2388.1,9059.82,47.2,521.96,2388.05,8144.13,8.451,393,38.91,23.443
5908,-0.0018,-0.0003,641.77,1585.28,1405.81,21.61,553.52,2388.09,9065.04,47.21,521.98,2388.05,8140.7,8.4002,394,38.82,23.3915
5909,0.0004,-0.0001,642.64,1580.11,1401.32,21.61,553.79,2388.02,9065.67,47.35,521.38,2388.04,8141.31,8.3948,391,38.91,23.3781
5910,0.0019,0.0005,642.16,1581.71,1397.66,21.61,553.92,2388.0,9065.09,47.13,522.03,2388.02,8142.21,8.4231,391,39.02,23.3816
5911,-0.0012,-0.0003,642.35,1585.69,1399.37,21.61,554.23,2388.04,9061.09,47.15,522.1,2388.04,8142.29,8.4148,391,39.04,23.3975
5912,-0.0017,0.0001,642.73,1584.64,1401.4,21.61,554.2,2388.06,9053.64,47.4,522.44,2388.05,8141.3,8.4349,392,38.91,23.2933
5913,0.0018,0.0003,642.48,1582.56,1393.52,21.61,554.41,2388.04,9051.13,47.35,522.22,2388.03,8140.79,8.4001,392,38.92,23.386
5914,-0.0033,0.0003,642.99,1588.91,1406.33,21.61,554.03,2388.08,9062.45,47.34,522.06,2388.04,8146.49,8.4607,392,38.87,23.3282
5915,-0.0001,0.0003,642.04,1586.54,1404.95,21.61,553.72,2388.03,9069.17,47.37,521.62,2388.01,8141.57,8.4163,392,38.83,23.3618
5916,0.0003,-0.0,642.48,1585.57,1403.67,21.61,554.58,2388.07,9052.53,47.16,521.93,2388.11,8143.22,8.4545,391,38.73,23.4269
5917,-0.0012,-0.0003,642.53,1585.08,1409.54,21.61,554.38,2388.05,9065.83,47.29,521.61,2387.96,8145.05,8.4223,391,39.02,23.3843
5918,0.0001,-0.0004,642.45,1593.46,1399.84,21.61,553.71,2388.0,9062.29,47.43,522.72,2388.09,8143.35,8.4343,392,38.93,23.3004
5919,0.0019,-0.0001,642.24,1591.6,1402.34,21.61,553.93,2388.08,9059.01,47.43,521.96,2388.09,8142.33,8.4193,392,38.78,23.3592
5920,0.0012,0.0001,642.27,1594.41,1406.55,21.61,554.45,2388.03,9058.34,47.42,521.33,2388.07,8137.84,8.4193,393,39.03,23.4067
5921,-0.0012,0.0001,642.19,1584.39,1414.22,21.61,553.92,2388.07,9062.12,47.41,522.03,2388.1,8140.84,8.3986,393,39.0,23.3117
5922,-0.0036,-0.0002,642.65,1594.28,1397.82,21.61,553.99,2388.1,9054.61,47.36,521.92,2388.03,8147.05,8.4135,393,38.98,23.2622
5923,0.0019,0.0001,642.69,1584.96,1406.77,21.61,553.37,2388.05,9059.81,47.38,521.91,2388.07,8145.88,8.4248,393,38.78,23.3401
5924,0.0016,-0.0001,641.95,1584.66,1403.19,21.61,553.52,2388.11,9058.52,47.39,522.05,2388.11,8140.54,8.4011,392,39.08,23.3263
5925,-0.0024,-0.0004,642.52,1593.26,1404.17,21.61,553.96,2388.07,9059.55,47.36,521.54,2388.04,8140.2,8.412,393,39.0,23.2852
5926,-0.0015,0.0004,642.2,1591.22,1407.07,21.61,553.9,2388.06,9064.56,47.24,521.52,2388.08,8139.88,8.4122,392,38.87,23.2746
5927,-0.0003,0.0,642.21,1577.89,1403.44,21.61,553.69,2388.02,9062.27,47.46,521.98,2388.05,8138.58,8.4386,393,38.76,23.2909
5928,-0.0042,0.0002,642.72,1589.32,1405.63,21.61,553.27,2388.15,9054.96,47.38,521.81,2388.11,8148.09,8.3976,392,38.98,23.3789
5929,-0.0033,0.0003,642.76,1592.26,1405.53,21.61,552.86,2388.08,9054.68,47.35,521.81,2388.02,8136.45,8.4428,393,38.96,23.4407
5930,0.0022,-0.0004,642.74,1586.59,1411.94,21.61,553.01,2388.1,9062.87,47.58,521.51,2388.02,8142.95,8.4443,393,38.76,23.3684
5931,0.0011,-0.0004,642.29,1590.39,1408.71,21.61,553.44,2388.05,9060.32,47.6,521.57,2388.09,8144.41,8.4358,394,38.79,23.2696
5932,0.0015,-0.0003,642.09,1590.22,1401.57,21.61,553.34,2388.06,9058.2,47.39,521.49,2388.06,8138.82,8.4153,392,38.87,23.361
5933,-0.0011,0.0,642.54,1586.22,1402.83,21.61,554.02,2388.11,9062.92,47.48,521.42,2388.12,8139.63,8.4558,392,38.88,23.3348
5934,-0.0007,0.0002,642.61,1583.32,1409.76,21.61,553.47,2388.16,9060.62,47.52,521.68,2388.11,8144.54,8.4723,394,38.81,23.3449
5935,0.0005,0.0001,642.51,1590.92,1410.08,21.61,553.43,2388.04,9056.86,47.5,521.42,2388.08,8138.19,8.3969,393,38.97,23.3814
5936,0.0045,-0.0002,642.45,1592.41,1405.23,21.61,553.39,2388.1,9065.14,47.53,521.6,2388.1,8138.21,8.4475,394,38.7,23.384
5937,-0.0028,-0.0002,642.42,1593.25,1409.11,21.61,553.32,2388.08,9062.42,47.41,521.23,2388.13,8136.7,8.4658,393,38.87,23.2412
5938,-0.0024,-0.0002,642.44,1592.71,1405.58,21.61,553.71,2388.12,9065.44,47.54,521.57,2388.07,8131.83,8.4606,393,38.8,23.2319
5939,0.0001,-0.0002,642.05,1591.29,1413.02,21.61,554.01,2388.11,9058.34,47.52,521.02,2388.04,8141.09,8.4407,394,38.76,23.3498
5940,0.0025,0.0003,643.01,1587.19,1415.8,21.61,553.42,2388.11,9053.82,47.57,521.21,2388.12,8141.43,8.4307,394,38.8,23.2313
5941,-0.0011,-0.0002,642.37,1591.14,1407.63,21.61,552.87,2388.07,9055.04,47.38,521.72,2388.15,8140.33,8.4151,392,38.74,23.354
5942,0.0035,0.0001,642.62,1590.33,1411.98,21.61,553.36,2388.16,9060.0,47.64,521.03,2388.1,8132.5,8.4593,394,38.97,23.2037
5943,0.0028,0.0,642.65,1590.11,1410.16,21.61,553.14,2388.07,9064.54,47.6,521.1,2388.07,8140.68,8.4347,394,38.75,23.1521
5944,-0.0023,-0.0001,642.54,1590.7,1409.7,21.61,553.18,2388.13,9058.32,47.79,521.32,2388.08,8141.4,8.4349,394,38.74,23.2894
5945,0.0001,-0.0001,642.89,1593.52,1417.0,21.61,553.86,2388.13,9060.56,47.44,520.85,2388.11,8132.47,8.4373,394,38.72,23.1734
5946,-0.0022,-0.0003,642.55,1587.3,1406.04,21.61,553.21,2388.15,9060.98,47.64,521.31,2388.12,8134.99,8.4326,393,38.82,23.2581
5947,-0.0014,-0.0004,642.92,1593.63,1404.65,21.61,553.26,2388.15,9058.46,47.58,521.34,2388.1,8136.12,8.4767,394,39.08,23.2471
5948,0.0024,0.0003,642.34,1586.8,1402.97,21.61,553.45,2388.12,9060.81,47.82,520.92,2388.13,8136.61,8.4352,393,38.86,23.2616
5949,-0.0006,0.0003,642.61,1595.7,1406.4,21.61,553.35,2388.13,9058.52,47.58,520.86,2388.16,8135.51,8.4695,393,38.73,23.2119
5950,0.0025,-0.0,642.9,1594.27,1416.24,21.61,553.17,2388.13,9057.01,47.61,521.57,2388.19,8135.07,8.4396,394,38.73,23.2411
5951,0.0012,0.0002,643.07,1597.02,1412.94,21.61,552.53,2388.13,9053.09,47.5,521.12,2388.13,8131.48,8.4338,396,38.73,23.1997
5952,0.0021,0.0002,642.93,1597.49,1416.64,21.61,553.61,2388.14,9060.17,47.48,520.71,2388.13,8137.93,8.5068,394,38.89,23.2727
5953,-0.0035,-0.0002,642.45,1598.89,1415.27,21.61,553.0,2388.18,9055.47,47.59,520.99,2388.12,8138.03,8.4597,394,38.69,23.16
5954,-0.0023,0.0002,642.32,1594.88,1412.51,21.61,552.77,2388.12,9058.14,47.62,520.97,2388.2,8137.11,8.4557,392,38.63,23.2997
5955,-0.0015,0.0003,642.64,1599.86,1410.54,21.61,552.34,2388.14,9057.36,47.69,521.01,2388.18,8135.16,8.4717,392,38.82,23.2873
5956,0.0002,-0.0003,642.93,1592.68,1418.13,21.61,552.66,2388.18,9059.48,47.77,520.82,2388.15,8137.57,8.4624,394,38.83,23.2539
5957,0.0034,0.0003,642.94,1592.27,1414.8,21.61,552.97,2388.12,9046.45,47.71,521.07,2388.12,8132.01,8.4374,395,38.66,23.1558
5958,-0.0035,-0.0002,643.19,1594.47,1405.06,21.61,552.11,2388.11,9054.68,47.69,521.27,2388.16,8134.12,8.453,394,38.63,23.3154
5959,0.0022,0.0005,642.6,1590.69,1418.89,21.61,553.04,2388.14,9052.43,47.75,520.91,2388.1,8130.41,8.482,393,38.76,23.3618
5960,0.0029,-0.0001,643.22,1593.18,1409.51,21.61,552.46,2388.15,9049.28,47.86,520.7,2388.22,8136.44,8.4309,395,38.83,23.2764
5961,-0.0003,-0.0005,642.78,1593.76,1416.89,21.61,552.69,2388.25,9054.99,47.61,520.85,2388.21,8133.76,8.4441,396,38.68,23.1873
5962,0.0018,-0.0003,643.23,1591.67,1413.31,21.61,552.48,2388.15,9063.22,47.81,521.12,2388.19,8132.8,8.4651,393,38.48,23.1442
5963,0.0011,-0.0005,642.97,1596.9,1418.05,21.61,552.6,2388.19,9048.73,47.62,521.02,2388.12,8130.42,8.4728,394,38.65,23.1261
5964,0.0009,-0.0003,643.27,1588.64,1416.87,21.61,552.59,2388.19,9057.89,47.71,521.3,2388.2,8128.04,8.4821,394,38.8,23.2791
5965,0.0015,0.0002,643.05,1588.62,1420.56,21.61,552.13,2388.2,9052.17,47.87,520.78,2388.27,8134.3,8.4934,395,38.69,23.1842
5966,0.0013,0.0003,643.64,1588.97,1419.27,21.61,551.94,2388.2,9055.73,47.88,520.43,2388.2,8130.57,8.4688,393,38.57,23.257
5967,0.0002,-0.0002,642.68,1593.68,1418.61,21.61,552.44,2388.15,9057.8,47.86,519.81,2388.17,8128.02,8.5048,394,38.66,23.1409
5968,0.003,-0.0003,643.13,1594.82,1420.87,21.61,552.03,2388.25,9056.14,48.0,520.56,2388.21,8133.02,8.4569,394,38.67,23.0812
5969,0.0001,-0.0002,642.84,1594.17,1418.86,21.61,553.03,2388.25,9055.25,47.94,519.74,2388.18,8124.54,8.4652,395,38.68,23.1291
5970,0.0009,0.0001,642.92,1596.34,1418.78,21.61,551.75,2388.14,9056.49,48.0,520.6,2388.17,8131.07,8.4717,394,38.55,23.2355
5971,-0.0042,0.0004,643.75,1594.22,1419.01,21.61,552.85,2388.12,9061.87,47.92,520.72,2388.19,8130.8,8.475,394,38.67,23.1937
5972,0.0006,-0.0003,643.36,1593.48,1427.11,21.61,552.0,2388.23,9045.55,48.0,519.93,2388.2,8130.47,8.464,393,38.58,23.2488
5973,0.0005,0.0004,643.27,1600.72,1420.74,21.61,551.41,2388.18,9054.9,47.81,520.71,2388.18,8127.81,8.4716,395,38.5,23.1706
5974,-0.0005,0.0004,643.72,1600.24,1420.71,21.61,552.3,2388.25,9053.48,48.13,520.33,2388.2,8128.47,8.5077,396,38.51,23.2195
5975,0.0005,0.0,643.87,1602.57,1412.64,21.61,552.33,2388.22,9054.52,47.93,520.01,2388.21,8128.09,8.5284,394,38.57,23.1144
5976,-0.0021,0.0001,643.41,1603.89,1424.56,21.61,552.44,2388.24,9055.41,47.95,520.08,2388.18,8127.93,8.5278,395,38.55,23.0789
5977,-0.0014,-0.0003,643.0,1598.5,1431.53,21.61,551.79,2388.28,9050.22,47.9,519.83,2388.22,8126.35,8.4843,395,38.57,23.133
5978,-0.0009,-0.0001,643.26,1594.24,1426.02,21.61,552.09,2388.25,9056.84,47.95,519.74,2388.19,8124.15,8.5004,395,38.49,23.2516
5979,0.0016,-0.0,643.33,1599.63,1427.59,21.61,551.12,2388.29,9048.77,48.1,519.88,2388.3,8117.48,8.4856,394,38.63,23.0802
5980,-0.0002,-0.0002,643.42,1596.46,1431.49,21.61,551.75,2388.25,9055.32,48.0,520.5,2388.28,8123.25,8.4991,397,38.47,23.1048
5981,-0.0006,-0.0002,643.46,1600.32,1425.35,21.61,551.17,2388.22,9049.57,47.99,519.74,2388.28,8119.92,8.5502,396,38.45,23.127
5982,0.0002,0.0001,643.8,1601.46,1423.61,21.61,551.75,2388.21,9046.62,48.05,519.91,2388.31,8127.39,8.5077,397,38.53,23.1087
5983,-0.0026,0.0001,643.72,1603.55,1423.84,21.61,551.62,2388.29,9049.47,48.06,519.68,2388.27,8118.84,8.5266,394,38.5,23.0123
5984,-0.0032,-0.0003,643.6,1604.26,1422.34,21.61,551.89,2388.28,9052.51,48.04,519.75,2388.25,8123.18,8.528,395,38.5,23.0121
5985,0.0026,0.0003,644.01,1595.95,1427.62,21.61,551.86,2388.25,9052.23,48.2,519.28,2388.29,8126.56,8.5148,395,38.44,22.9821
5986,0.0003,0.0005,643.34,1604.03,1441.49,21.61,551.1,2388.32,9050.0,48.17,519.22,2388.3,8118.21,8.5298,396,38.24,23.1925
5987,-0.0009,-0.0,642.32,1582.38,1393.03,21.61,554.79,2388.05,9058.68,47.19,522.25,2387.99,8138.73,8.4135,392,39.02,23.4287
5988,-0.0005,-0.0003,642.49,1584.07,1394.01,21.61,554.15,2388.02,9059.34,47.31,522.46,2388.02,8140.24,8.3995,393,39.01,23.4805
5989,0.0029,-0.0002,642.49,1585.07,1394.99,21.61,554.23,2388.0,9055.34,47.1,522.68,2388.01,8140.79,8.4159,391,39.05,23.3977
5990,-0.0037,-0.0002,642.21,1572.4,1394.07,21.61,554.77,2388.0,9046.9,47.19,522.76,2388.01,8136.16,8.4232,391,39.02,23.3805
5991,-0.0011,0.0005,641.84,1584.77,1396.82,21.61,554.84,2388.03,9059.21,47.29,522.84,2388.02,8139.68,8.3922,393,39.11,23.3663
5992,-0.0003,-0.0003,642.48,1582.5,1398.27,21.61,554.74,2387.99,9061.88,47.3,522.14,2387.99,8136.34,8.3867,391,38.97,23.5206
5993,-0.0031,0.0005,642.3,1584.57,1405.87,21.61,554.9,2388.01,9054.53,47.23,522.44,2388.0,8132.69,8.3756,391,39.1,23.3069
5994,0.0032,-0.0002,642.32,1586.33,1401.08,21.61,554.08,2388.06,9067.5,47.03,522.37,2387.98,8141.14,8.3977,391,38.97,23.4163
5995,0.0037,-0.0001,641.84,1585.09,1402.92,21.61,554.09,2387.97,9055.05,47.21,521.9,2387.98,8133.34,8.3894,391,38.9,23.4756
5996,-0.0027,-0.0001,642.64,1595.07,1399.16,21.61,554.44,2388.01,9053.89,47.02,522.29,2388.02,8137.21,8.3873,389,39.12,23.469
5997,0.0013,0.0002,642.17,1579.12,1399.42,21.61,554.43,2387.98,9055.09,47.15,522.24,2388.01,8139.73,8.3832,392,39.12,23.4295
5998,-0.0009,0.0003,642.18,1579.01,1394.44,21.61,554.3,2387.99,9057.49,47.17,522.12,2388.01,8139.59,8.4032,390,39.0,23.4151
5999,0.0042,-0.0001,642.06,1581.71,1397.1,21.61,554.25,2388.01,9059.26,47.23,522.66,2388.06,8140.13,8.3956,393,38.89,23.5862
6000,-0.003,0.0001,641.66,1587.61,1398.61,21.61,554.4,2388.01,9057.46,47.31,522.8,2387.99,8140.72,8.3706,391,38.99,23.4726
6001,0.0011,0.0001,642.49,1583.13,1391.64,21.61,554.4,2388.04,9057.39,47.19,522.33,2388.02,8135.72,8.3784,392,39.06,23.4839
6002,0.0013,-0.0,641.65,1585.84,1398.7,21.61,554.72,2388.0,9049.27,47.04,522.21,2388.02,8142.44,8.3947,392,38.94,23.3974
6003,-0.0027,0.0005,642.13,1582.29,1401.29,21.61,554.0,2388.04,9054.63,47.11,522.56,2388.03,8133.96,8.4062,392,39.11,23.3932
6004,0.0019,0.0004,641.76,1589.63,1392.85,21.61,553.69,2388.04,9054.25,47.06,522.75,2388.03,8134.16,8.4117,393,39.02,23.5791
6005,-0.0011,0.0,642.18,1587.07,1399.25,21.61,554.14,2388.01,9055.95,47.32,522.08,2388.01,8135.21,8.4282,389,39.03,23.4234
6006,0.0009,-0.0003,642.16,1592.08,1397.95,21.61,554.36,2388.05,9057.86,47.14,521.89,2388.03,8138.31,8.371,393,39.08,23.476
6007,-0.0041,-0.0003,642.43,1590.86,1405.43,21.61,554.3,2388.01,9057.22,47.09,521.99,2388.05,8137.42,8.4408,392,39.01,23.4254
6008,-0.0,0.0005,642.41,1585.3,1395.91,21.61,554.1,2387.97,9059.15,47.2,522.0,2388.0,8139.19,8.3647,390,39.07,23.3529
6009,-0.0003,0.0001,642.13,1583.72,1398.73,21.61,554.09,2387.99,9049.36,47.45,522.33,2387.97,8142.07,8.3973,392,39.07,23.4756
6010,-0.0009,0.0003,642.02,1583.53,1400.11,21.61,554.34,2388.04,9054.41,47.01,522.85,2388.01,8138.91,8.3842,391,39.05,23.4339
6011,-0.0001,0.0003,641.81,1587.24,1395.24,21.61,555.03,2388.05,9053.45,47.3,521.68,2387.98,8140.76,8.4043,392,38.93,23.3552
6012,-0.0034,0.0005,642.49,1588.89,1394.61,21.61,554.05,2388.05,9057.32,47.16,522.33,2387.94,8136.26,8.4098,393,38.83,23.4585
6013,0.0007,0.0,641.97,1586.29,1395.12,21.61,554.79,2388.02,9060.61,47.26,522.39,2387.97,8141.44,8.3659,390,38.92,23.3088
6014,-0.0014,-0.0002,641.82,1584.33,1395.34,21.61,554.39,2387.96,9051.49,47.24,521.92,2387.98,8138.33,8.4182,392,38.99,23.3738
6015,0.0015,0.0004,642.75,1582.95,1397.95,21.6,553.71,2388.0,9056.69,47.25,522.83,2388.01,8140.99,8.4084,390,39.13,23.4073
6016,0.0012,0.0003,642.43,1584.37,1402.39,21.61,554.6,2388.08,9060.37,47.25,521.85,2388.0,8136.63,8.4189,391,38.82,23.263
6017,0.0,0.0005,642.43,1585.58,1398.84,21.61,554.62,2388.0,9057.53,47.15,522.64,2388.0,8140.67,8.3931,393,38.92,23.4831
6018,-0.0033,-0.0004,642.07,1583.16,1393.16,21.6,554.65,2388.05,9059.82,47.41,522.22,2388.0,8140.07,8.4297,392,38.99,23.4403
6019,0.0017,0.0004,642.6,1589.24,1401.33,21.61,554.16,2388.05,9060.87,47.07,522.68,2388.03,8141.31,8.4018,392,38.92,23.4052
6020,0.0012,-0.0003,642.08,1588.91,1399.33,21.61,555.31,2388.0,9050.68,47.11,522.17,2388.05,8144.41,8.4,391,39.13,23.4073
6021,-0.002,0.0003,642.63,1589.74,1399.15,21.61,554.26,2388.06,9053.42,47.3,522.31,2388.06,8138.96,8.416,392,39.0,23.5561
6022,0.0022,-0.0003,642.26,1575.27,1397.59,21.61,554.97,2388.04,9049.85,47.37,522.35,2388.04,8134.19,8.4196,392,39.09,23.4543
6023,-0.0003,-0.0003,641.53,1588.56,1395.54,21.61,554.72,2387.99,9054.71,47.06,522.01,2388.03,8136.76,8.3852,393,38.93,23.4069
6024,0.0016,-0.0004,642.27,1585.97,1400.07,21.61,554.72,2387.98,9060.69,47.07,522.86,2388.03,8141.31,8.3874,391,38.91,23.4678
6025,-0.0001,-0.0,642.16,1582.17,1395.41,21.61,554.48,2388.01,9053.07,47.26,522.41,2388.0,8137.55,8.4151,392,39.02,23.5421
6026,0.0028,0.0001,642.61,1583.26,1397.76,21.6,553.67,2387.98,9056.09,47.1,522.16,2387.98,8141.46,8.3976,390,38.87,23.403
6027,-0.0012,-0.0,641.87,1586.7,1396.71,21.6,553.96,2388.09,9059.83,47.2,522.42,2388.04,8134.72,8.3995,392,39.11,23.4224
6028,-0.0026,-0.0003,642.09,1581.83,1399.34,21.61,555.28,2387.97,9057.89,47.22,521.92,2387.96,8142.58,8.392,392,39.04,23.3833
6029,-0.0012,0.0003,641.5,1577.74,1394.51,21.61,554.17,2388.0,9059.11,47.06,521.95,2388.03,8132.31,8.3855,391,38.96,23.413
6030,-0.0012,-0.0003,642.27,1584.28,1391.16,21.61,554.36,2388.04,9051.2,47.13,522.09,2388.01,8133.31,8.3587,392,38.87,23.4417
6031,-0.0017,0.0004,641.91,1588.78,1404.39,21.61,554.2,2388.0,9058.85,47.07,522.25,2388.03,8141.85,8.4147,390,39.13,23.45
6032,-0.0013,0.0005,642.67,1579.99,1395.96,21.61,554.25,2387.99,9059.75,47.12,522.28,2388.03,8138.42,8.3972,390,39.22,23.4009
6033,-0.0036,-0.0003,642.16,1586.8,1396.91,21.6,554.53,2388.02,9057.24,47.23,522.3,2388.03,8142.75,8.3637,393,39.0,23.4342
6034,-0.007,-0.0004,642.16,1582.58,1398.43,21.61,555.04,2388.02,9053.91,47.3,522.53,2387.97,8138.96,8.4014,394,39.07,23.5247
6035,-0.0013,-0.0002,642.35,1576.11,1398.33,21.61,554.02,2388.04,9054.19,47.04,522.54,2387.98,8141.86,8.3911,394,39.11,23.4696
6036,0.0007,0.0004,642.5,1587.31,1404.68,21.6,554.5,2388.01,9049.55,47.27,522.24,2388.01,8138.66,8.3969,391,39.07,23.5154
6037,-0.003,0.0004,642.49,1587.64,1403.08,21.61,554.32,2387.98,9049.21,47.16,521.86,2388.01,8138.28,8.4113,393,39.12,23.3379
6038,0.0001,0.0004,642.27,1583.5,1394.1,21.61,554.62,2387.95,9065.9,47.29,522.31,2388.0,8140.29,8.3646,390,39.2,23.4843
6039,0.0009,-0.0003,642.11,1591.74,1406.84,21.61,553.97,2388.06,9061.54,47.23,522.3,2387.99,8140.83,8.4042,391,38.99,23.4381
6040,-0.0018,0.0004,641.7,1581.44,1397.18,21.61,554.57,2388.02,9057.25,47.33,522.19,2388.04,8140.84,8.4005,392,38.98,23.4706
6041,-0.0011,0.0003,642.27,1577.19,1396.34,21.61,553.59,2388.05,9051.68,47.13,522.04,2388.04,8133.8,8.4091,392,38.91,23.4684
6042,0.0008,0.0,642.32,1582.58,1396.36,21.61,554.67,2387.99,9055.52,47.21,522.78,2387.95,8139.85,8.4156,393,39.01,23.4246
6043,0.0001,-0.0001,642.04,1580.68,1396.08,21.61,555.23,2388.06,9053.23,47.11,522.42,2387.98,8142.32,8.4029,393,39.22,23.4429
6044,0.0006,0.0005,642.39,1590.24,1398.19,21.61,554.7,2388.05,9053.09,47.17,522.32,2388.02,8141.27,8.4052,393,39.11,23.3814
6045,-0.0003,0.0004,642.71,1584.82,1395.32,21.61,554.41,2388.01,9056.26,47.36,522.2,2388.01,8141.39,8.3941,393,38.99,23.4277
6046,0.0014,-0.0004,641.79,1580.03,1397.52,21.61,554.71,2388.08,9055.6,47.25,522.35,2388.05,8141.28,8.4057,393,39.02,23.5239
6047,-0.0015,-0.0004,642.03,1584.42,1400.26,21.6,554.15,2387.98,9055.27,47.19,522.25,2388.0,8143.3,8.3946,391,38.98,23.4154
6048,0.0009,-0.0,642.37,1581.94,1400.59,21.61,554.49,2387.98,9053.13,47.33,522.38,2388.03,8137.91,8.4107,391,38.94,23.3159
6049,0.0002,0.0,642.51,1583.2,1404.25,21.61,554.65,2388.03,9053.81,47.3,522.08,2388.1,8140.65,8.4201,392,39.22,23.4375
6050,-0.0014,-0.0001,641.93,1578.34,1394.57,21.6,553.74,2388.01,9060.72,47.25,521.88,2388.11,8139.69,8.3898,392,39.06,23.4081
6051,0.0006,0.0005,642.06,1580.85,1402.65,21.61,554.97,2388.01,9059.01,47.2,522.31,2388.03,8138.9,8.4168,392,38.9,23.4173
6052,0.0002,-0.0005,642.3,1587.25,1401.11,21.61,554.17,2387.99,9064.4,47.32,522.39,2388.05,8146.49,8.403,391,38.93,23.4114
6053,0.0016,-0.0004,641.83,1585.17,1402.06,21.61,554.84,2388.0,9061.78,47.14,522.41,2388.02,8145.25,8.4404,392,39.04,23.4479
6054,-0.0006,0.0001,642.51,1580.51,1401.55,21.61,554.1,2388.1,9062.01,47.2,521.56,2388.01,8140.54,8.3873,390,38.91,23.5005
6055,-0.0022,0.0005,642.15,1589.08,1402.87,21.61,554.78,2388.04,9048.6,47.28,522.33,2388.04,8137.07,8.3597,391,39.08,23.462
6056,-0.0017,-0.0002,641.95,1578.36,1390.86,21.61,554.37,2388.04,9058.4,47.37,522.48,2388.07,8143.0,8.3843,391,39.07,23.4163
6057,0.0017,-0.0002,642.24,1583.58,1389.59,21.61,553.74,2388.08,9057.16,47.31,522.85,2388.01,8141.48,8.3745,390,39.06,23.3219
6058,-0.001,0.0001,642.09,1586.63,1394.39,21.61,554.58,2388.05,9052.4,47.21,522.35,2387.99,8139.29,8.4163,393,38.87,23.4494
6059,0.0013,-0.0,642.25,1590.14,1401.52,21.61,554.53,2388.02,9060.66,47.29,522.1,2387.95,8140.92,8.3996,390,39.08,23.3939
6060,-0.0018,-0.0004,642.3,1580.25,1398.63,21.61,554.93,2388.02,9062.01,47.36,522.05,2387.96,8138.76,8.4138,393,38.98,23.3986
6061,-0.0061,-0.0004,642.07,1582.09,1403.33,21.61,554.09,2388.03,9044.83,47.58,521.66,2388.05,8140.32,8.398,393,39.17,23.3992
6062,0.0022,-0.0,642.13,1584.29,1401.17,21.61,554.17,2388.06,9057.23,47.15,522.24,2388.09,8140.49,8.4217,391,38.97,23.3696
6063,-0.0024,-0.0002,642.1,1582.16,1397.17,21.61,553.97,2388.04,9058.22,47.25,521.94,2388.02,8132.2,8.4135,392,39.04,23.3315
6064,0.0027,-0.0003,642.55,1584.71,1397.01,21.61,553.76,2388.03,9062.0,47.3,522.17,2388.09,8141.35,8.3719,392,39.01,23.3907
6065,0.0034,-0.0002,642.24,1583.94,1399.87,21.61,554.71,2388.04,9056.32,47.16,521.93,2387.99,8138.69,8.3815,391,38.98,23.4214
6066,0.0025,-0.0003,642.36,1589.73,1399.27,21.61,554.34,2388.03,9056.46,47.21,522.08,2388.03,8140.97,8.3977,391,38.8,23.3383
6067,-0.0022,-0.0004,642.16,1586.86,1397.11,21.61,554.44,2388.01,9052.36,47.32,522.2,2388.0,8140.48,8.4083,395,39.08,23.3733
6068,0.0031,-0.0004,642.4,1586.49,1403.04,21.6,553.41,2388.01,9049.36,47.3,521.43,2388.0,8144.57,8.4063,393,39.07,23.4354
